City,Date,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene
Visakhapatnam,08-04-2018,2.35,21.57,12.33,0.31,2.33,65.33,2.3,5.17,1.36
Visakhapatnam,09-04-2018,14.78,40.3,33.42,0.58,4.88,23.42,4.77,9.8,3.18
Visakhapatnam,10-04-2018,10.02,37.12,27.18,0.63,13.77,29.1,5.24,13.19,4.43
Visakhapatnam,11-04-2018,11.05,30.01,24.95,0.52,11.95,18.46,4.99,11.26,2.59
Visakhapatnam,12-04-2018,10.22,28.51,23.41,0.5,10.36,17.47,3.85,8.7,2.18
Visakhapatnam,13-04-2018,13.24,35.98,29.83,0.51,17.9,17.23,5.39,11.05,3.96
Visakhapatnam,14-04-2018,11.59,23.41,21.87,0.56,15.35,12.73,4.25,7.74,2.54
Visakhapatnam,15-04-2018,10.17,27.48,22.81,0.48,10.19,14.2,3.34,6.8,1.93
Visakhapatnam,16-04-2018,10.0,28.43,23.25,0.48,16.84,20.28,3.51,7.43,2.09
Visakhapatnam,18-04-2018,17.02,31.74,30.71,0.51,27.42,14.73,4.38,9.06,2.83
Visakhapatnam,19-04-2018,9.19,28.5,22.62,0.48,14.34,24.0,3.85,8.55,2.31
Visakhapatnam,20-04-2018,9.87,24.01,20.8,0.57,16.12,11.16,4.25,8.2,2.95
Visakhapatnam,21-04-2018,6.69,23.61,17.99,0.59,8.98,15.06,4.52,7.78,2.59
Visakhapatnam,23-04-2018,10.33,30.62,23.51,0.71,20.4,10.28,6.28,10.17,3.8
Visakhapatnam,24-04-2018,8.02,35.29,25.25,0.59,16.03,20.32,4.32,7.96,2.83
Visakhapatnam,25-04-2018,11.32,27.12,22.65,1.77,18.84,18.82,5.55,12.14,3.62
Visakhapatnam,26-04-2018,12.77,26.51,24.58,0.52,22.25,12.68,4.77,8.46,2.71
Visakhapatnam,27-04-2018,7.04,18.01,15.3,0.38,10.65,15.38,3.83,8.56,1.97
Visakhapatnam,28-04-2018,7.84,19.48,16.05,0.44,13.13,11.69,3.19,6.02,1.96
Visakhapatnam,29-04-2018,9.11,22.83,19.56,0.44,11.63,13.03,3.36,7.94,1.62
Visakhapatnam,30-04-2018,9.24,21.94,19.32,0.4,12.1,13.62,3.43,7.07,2.33
Visakhapatnam,01-05-2018,5.99,29.04,20.39,0.43,4.0,37.8,3.07,6.61,2.22
Visakhapatnam,02-05-2018,15.55,51.33,39.94,0.61,14.33,25.02,6.29,13.52,4.09
Visakhapatnam,04-05-2018,8.05,40.78,28.23,0.46,17.91,23.02,5.37,17.25,3.37
Visakhapatnam,05-05-2018,9.84,25.71,21.68,0.42,4.96,15.94,3.87,9.6,2.45
Visakhapatnam,06-05-2018,10.29,23.09,20.64,0.53,11.51,13.08,3.58,7.79,1.85
Visakhapatnam,07-05-2018,12.23,27.91,24.92,0.52,16.18,14.68,4.06,7.88,2.5
Visakhapatnam,08-05-2018,8.49,27.69,21.76,0.61,14.62,18.42,4.71,7.99,2.64
Visakhapatnam,09-05-2018,9.64,27.8,22.62,0.62,6.64,13.05,4.35,8.55,2.72
Visakhapatnam,10-05-2018,12.86,35.37,29.28,0.53,20.22,13.27,5.88,11.19,2.92
Visakhapatnam,11-05-2018,6.29,23.46,17.59,0.41,11.06,21.44,3.45,6.63,2.08
Visakhapatnam,12-05-2018,8.78,34.7,25.57,0.46,8.49,34.93,4.8,9.81,2.39
Visakhapatnam,13-05-2018,7.45,25.8,19.79,0.48,8.2,7.76,3.64,5.7,1.73
Visakhapatnam,14-05-2018,13.96,30.57,25.58,0.46,6.97,15.68,4.41,9.64,3.32
Visakhapatnam,15-05-2018,16.73,46.17,38.16,0.42,13.34,21.87,5.43,13.4,4.13
Visakhapatnam,16-05-2018,14.68,30.47,28.15,0.5,16.64,11.08,4.81,10.43,2.86
Visakhapatnam,17-05-2018,11.45,20.48,20.2,0.55,12.17,10.33,4.39,7.38,2.24
Visakhapatnam,18-05-2018,10.87,38.54,27.36,0.61,22.45,24.42,4.36,8.58,2.71
Visakhapatnam,19-05-2018,9.32,29.74,23.52,0.44,9.07,18.33,4.6,8.71,2.45
Visakhapatnam,20-05-2018,5.59,25.98,18.36,0.32,8.63,10.75,3.11,6.31,1.69
Visakhapatnam,21-05-2018,9.79,28.18,21.87,0.41,11.28,12.4,5.31,11.44,3.79
Visakhapatnam,22-05-2018,10.0,25.75,21.83,0.37,4.89,14.19,4.18,12.74,2.07
Visakhapatnam,23-05-2018,7.66,20.44,17.1,0.37,7.35,11.97,4.17,6.91,1.78
Visakhapatnam,24-05-2018,10.64,22.38,20.56,0.35,8.21,9.98,3.87,9.89,2.22
Visakhapatnam,25-05-2018,7.05,20.52,16.65,0.27,5.47,12.88,3.06,14.07,1.12
Visakhapatnam,26-05-2018,4.89,13.2,11.0,0.3,2.76,21.74,2.98,6.81,1.76
Visakhapatnam,27-05-2018,6.27,20.85,16.04,0.35,4.16,17.36,3.12,9.82,1.27
Visakhapatnam,28-05-2018,10.74,30.18,24.95,0.48,13.46,13.69,6.47,15.26,2.56
Visakhapatnam,29-05-2018,6.3,28.35,20.21,0.39,13.61,22.99,3.86,7.63,2.36
Visakhapatnam,30-05-2018,3.26,27.18,17.11,0.41,9.87,37.66,4.47,8.17,2.15
Visakhapatnam,31-05-2018,2.87,20.48,13.24,0.43,3.51,42.74,3.19,6.31,1.71
Visakhapatnam,01-06-2018,6.0,33.55,22.91,0.43,7.38,30.22,3.95,10.88,2.14
Visakhapatnam,02-06-2018,7.32,35.75,24.94,0.54,4.75,30.05,4.28,9.91,2.58
Visakhapatnam,03-06-2018,10.15,69.53,45.23,0.55,13.42,14.32,6.38,13.83,4.47
Visakhapatnam,04-06-2018,2.96,24.49,15.09,1.04,3.69,68.27,3.46,7.24,1.65
Visakhapatnam,05-06-2018,6.22,51.13,32.14,0.51,12.56,40.88,5.85,14.5,3.71
Visakhapatnam,06-06-2018,6.1,46.12,29.49,0.5,10.84,42.3,5.24,12.24,3.4
Visakhapatnam,07-06-2018,3.91,27.3,17.03,0.4,5.92,62.99,3.59,10.01,2.39
Visakhapatnam,08-06-2018,5.8,45.18,28.74,0.73,17.91,45.15,6.67,11.02,4.2
Visakhapatnam,09-06-2018,7.13,43.22,28.75,0.45,15.33,36.89,4.5,11.04,2.92
Visakhapatnam,10-06-2018,7.43,46.76,30.91,0.41,11.71,32.48,4.06,16.57,1.69
Visakhapatnam,11-06-2018,7.83,44.8,30.2,0.41,11.93,29.61,4.57,10.77,2.06
Visakhapatnam,12-06-2018,21.41,52.86,42.93,0.93,15.22,10.92,5.37,14.21,3.89
Visakhapatnam,13-06-2018,9.51,46.06,32.36,0.63,19.68,26.85,5.61,10.01,3.07
Visakhapatnam,14-06-2018,8.86,46.8,32.22,0.53,18.59,32.99,4.68,10.14,3.34
Visakhapatnam,15-06-2018,7.4,52.52,33.19,0.55,26.72,30.34,5.44,9.36,2.82
Visakhapatnam,16-06-2018,6.21,41.44,27.28,0.39,21.93,47.03,4.84,11.28,1.81
Visakhapatnam,19-06-2018,1.66,31.0,16.1,0.36,4.09,44.01,3.02,6.93,1.57
Visakhapatnam,20-06-2018,1.79,46.23,25.55,0.46,17.05,33.74,4.66,10.53,3.82
Visakhapatnam,21-06-2018,1.39,38.37,21.07,0.35,15.97,27.5,3.55,8.77,2.35
Visakhapatnam,22-06-2018,1.7,38.98,21.59,0.46,9.52,26.54,4.28,12.6,3.13
Visakhapatnam,23-06-2018,1.42,36.83,20.54,0.54,11.83,24.5,4.89,17.57,2.54
Visakhapatnam,24-06-2018,1.34,35.29,19.72,0.46,18.1,33.16,3.35,6.23,2.01
Visakhapatnam,25-06-2018,1.08,35.52,19.41,0.43,10.95,40.09,4.61,11.95,3.44
Visakhapatnam,26-06-2018,2.4,45.97,25.39,0.57,10.33,23.03,5.53,13.75,4.36
Visakhapatnam,27-06-2018,2.63,41.73,23.17,0.56,18.17,13.23,5.99,13.04,4.88
Visakhapatnam,28-06-2018,1.92,38.39,21.26,0.45,17.86,16.53,4.77,12.89,3.46
Visakhapatnam,29-06-2018,1.9,44.95,24.58,0.7,11.38,12.07,6.03,16.2,4.8
Visakhapatnam,30-06-2018,1.56,36.11,20.18,0.43,12.05,24.91,4.69,18.09,3.13
Visakhapatnam,01-07-2018,1.51,37.53,20.92,0.56,13.1,21.67,4.77,13.21,3.78
Visakhapatnam,02-07-2018,1.43,34.59,19.33,0.48,15.3,20.82,3.84,11.58,2.67
Visakhapatnam,03-07-2018,2.42,44.72,25.19,0.5,13.39,18.01,4.59,15.15,4.1
Visakhapatnam,04-07-2018,2.81,45.59,26.38,0.45,15.11,22.69,4.95,13.76,3.88
Visakhapatnam,05-07-2018,2.81,41.02,23.76,0.43,10.52,16.46,4.87,12.41,3.92
Visakhapatnam,06-07-2018,11.52,41.73,31.19,0.54,12.32,16.69,5.05,12.85,4.39
Visakhapatnam,07-07-2018,12.11,42.5,32.46,0.58,22.36,14.14,6.26,13.0,4.28
Visakhapatnam,08-07-2018,9.85,37.76,28.08,0.5,10.86,17.08,4.77,12.63,2.66
Visakhapatnam,09-07-2018,9.08,41.61,29.51,0.49,17.0,20.19,4.67,13.24,3.21
Visakhapatnam,10-07-2018,10.04,38.24,28.5,0.47,25.43,17.19,4.23,10.35,3.3
Visakhapatnam,11-07-2018,22.42,43.01,41.13,0.4,27.6,9.27,5.11,10.75,4.14
Visakhapatnam,13-07-2018,14.49,36.77,31.34,0.45,19.09,12.36,4.54,11.07,3.81
Visakhapatnam,14-07-2018,16.34,37.66,33.32,0.54,2.72,7.93,5.02,13.48,4.64
Visakhapatnam,15-07-2018,14.0,35.28,30.14,0.42,3.69,5.98,4.51,11.37,3.64
Visakhapatnam,16-07-2018,12.1,33.71,27.76,0.52,14.09,9.15,4.64,10.13,3.96
Visakhapatnam,17-07-2018,12.19,33.08,26.54,0.37,13.4,12.67,4.46,12.46,3.48
Visakhapatnam,18-07-2018,12.74,32.84,27.82,0.49,5.17,12.63,4.07,11.87,3.03
Visakhapatnam,19-07-2018,12.38,34.15,28.24,0.39,6.51,13.41,3.85,14.45,3.19
Visakhapatnam,20-07-2018,24.2,39.37,40.61,0.55,5.16,7.57,5.45,18.97,4.8
Visakhapatnam,22-07-2018,11.81,36.09,28.8,0.51,10.45,11.48,4.88,12.9,4.27
Visakhapatnam,23-07-2018,10.14,37.23,28.04,0.72,13.25,17.24,6.49,10.93,3.73
Visakhapatnam,24-07-2018,9.11,38.59,27.93,0.58,11.7,18.61,6.29,10.04,3.78
Visakhapatnam,25-07-2018,10.1,38.15,28.5,0.66,9.21,16.97,6.23,11.11,3.86
Visakhapatnam,26-07-2018,11.06,43.93,32.35,0.59,7.5,14.34,5.61,13.22,4.68
Visakhapatnam,27-07-2018,10.73,38.7,29.3,0.55,12.02,13.41,6.52,18.93,3.64
Visakhapatnam,28-07-2018,8.78,35.59,26.06,0.53,11.23,19.99,4.71,11.46,3.5
Visakhapatnam,29-07-2018,9.14,34.26,25.65,0.45,7.3,17.03,4.11,11.28,2.21
Visakhapatnam,31-07-2018,12.43,41.18,32.01,0.45,8.08,11.5,5.04,12.78,3.94
Visakhapatnam,01-08-2018,7.28,44.96,23.16,0.54,15.64,7.96,6.09,10.88,3.93
Visakhapatnam,02-08-2018,9.59,34.1,25.94,0.33,7.57,19.84,3.5,10.82,2.71
Visakhapatnam,03-08-2018,12.56,40.08,31.53,0.51,7.34,16.1,4.36,16.14,3.52
Visakhapatnam,04-08-2018,17.65,46.16,38.91,0.67,6.51,18.95,6.15,23.18,4.99
Visakhapatnam,05-08-2018,6.84,29.97,21.49,0.37,2.02,20.89,4.59,20.04,2.58
Visakhapatnam,06-08-2018,14.91,45.67,36.42,0.59,11.38,20.66,7.43,15.77,4.94
Visakhapatnam,07-08-2018,14.02,34.88,29.95,0.52,2.45,8.5,5.1,15.44,4.14
Visakhapatnam,08-08-2018,16.86,41.31,35.68,0.6,5.02,8.57,5.21,13.38,4.84
Visakhapatnam,09-08-2018,11.97,37.98,29.93,0.61,9.11,13.38,4.69,12.87,3.73
Visakhapatnam,10-08-2018,17.93,45.44,38.74,0.64,7.69,11.07,5.74,17.27,3.98
Visakhapatnam,11-08-2018,20.47,42.32,39.15,0.6,4.71,6.46,4.96,19.14,4.38
Visakhapatnam,12-08-2018,21.28,42.23,39.76,0.48,6.46,7.68,3.7,15.56,3.27
Visakhapatnam,17-08-2018,12.56,42.03,32.56,0.53,8.05,9.7,4.41,11.32,3.77
Visakhapatnam,18-08-2018,14.69,43.43,35.14,0.56,11.58,8.85,4.72,14.15,4.01
Visakhapatnam,22-08-2018,12.31,32.93,27.52,0.88,22.77,13.26,3.98,13.44,3.4
Visakhapatnam,23-08-2018,9.39,31.63,24.45,0.91,21.64,16.3,3.8,13.78,2.88
Visakhapatnam,29-08-2018,10.11,38.12,28.09,1.11,5.28,16.78,5.92,10.93,4.79
Visakhapatnam,30-08-2018,6.23,28.8,20.38,0.84,4.08,25.09,4.33,10.69,3.82
Visakhapatnam,02-09-2018,12.03,37.89,29.94,1.0,25.01,18.72,4.63,15.94,2.99
Visakhapatnam,04-09-2018,12.18,41.07,31.75,0.97,3.64,18.32,4.49,14.19,3.87
Visakhapatnam,05-09-2018,15.02,39.76,33.36,0.89,5.25,16.05,5.12,17.24,4.39
Visakhapatnam,06-09-2018,18.2,45.56,39.04,0.93,11.99,11.47,5.14,15.29,4.87
Visakhapatnam,07-09-2018,16.49,42.57,36.04,0.96,8.45,13.77,5.44,15.96,4.82
Visakhapatnam,08-09-2018,10.82,37.44,28.72,0.88,8.23,27.53,4.66,10.89,3.14
Visakhapatnam,09-09-2018,13.02,32.44,27.85,1.03,3.32,36.85,5.38,11.25,3.55
Visakhapatnam,10-09-2018,9.82,37.19,27.76,0.95,2.95,21.01,4.87,17.3,3.25
Visakhapatnam,11-09-2018,15.0,41.09,34.05,0.98,3.86,16.42,4.83,16.23,4.08
Visakhapatnam,12-09-2018,9.97,38.93,28.81,1.01,4.19,14.83,5.24,16.69,4.25
Visakhapatnam,13-09-2018,5.32,26.21,18.28,0.86,2.81,21.69,4.44,16.07,2.53
Visakhapatnam,14-09-2018,12.39,42.52,32.7,1.13,6.77,17.75,6.18,19.36,4.48
Visakhapatnam,17-09-2018,9.87,32.51,25.32,0.91,2.35,22.78,4.5,10.37,3.96
Visakhapatnam,19-09-2018,12.96,43.66,33.75,0.97,2.73,24.79,5.12,13.07,4.65
Visakhapatnam,20-09-2018,16.14,51.8,40.68,1.05,3.22,16.1,5.25,19.84,4.42
Visakhapatnam,21-09-2018,7.22,35.07,24.52,0.81,5.38,38.07,3.48,9.36,2.75
Visakhapatnam,22-09-2018,7.7,31.62,23.08,0.7,2.13,38.9,3.37,10.12,2.73
Visakhapatnam,23-09-2018,17.9,28.05,29.47,0.45,1.31,40.03,4.26,11.1,3.97
Visakhapatnam,24-09-2018,15.92,28.82,28.26,0.51,2.37,15.0,4.06,10.87,2.71
Visakhapatnam,25-09-2018,10.51,31.75,25.44,0.43,2.01,33.31,4.32,16.88,2.89
Visakhapatnam,26-09-2018,16.91,38.97,34.49,0.65,3.82,22.36,5.61,11.4,4.23
Visakhapatnam,27-09-2018,16.21,34.54,31.55,0.54,4.44,17.16,4.46,10.57,4.6
Visakhapatnam,28-09-2018,14.94,27.41,26.73,0.18,4.46,11.52,4.68,14.01,2.91
Visakhapatnam,29-09-2018,20.98,26.8,31.31,0.56,2.81,21.05,4.7,12.99,3.56
Visakhapatnam,30-09-2018,19.75,27.89,30.9,0.46,3.09,36.61,4.18,10.89,2.39
Visakhapatnam,01-10-2018,8.21,29.07,22.13,0.52,3.69,47.84,4.1,9.4,2.68
Visakhapatnam,02-10-2018,13.61,32.38,27.8,0.49,4.75,44.3,4.73,10.57,4.5
Visakhapatnam,04-10-2018,15.72,37.26,32.44,0.66,3.19,18.47,5.1,11.79,4.11
Visakhapatnam,05-10-2018,22.65,42.21,40.86,0.57,3.3,21.5,4.68,11.53,3.98
Visakhapatnam,06-10-2018,18.59,46.02,39.58,0.68,3.7,26.83,5.16,12.67,5.1
Visakhapatnam,07-10-2018,5.47,32.8,21.9,0.55,3.7,37.8,3.38,7.82,2.67
Visakhapatnam,08-10-2018,4.5,27.32,18.25,0.57,3.87,39.34,3.37,7.95,2.22
Visakhapatnam,09-10-2018,5.03,30.66,20.39,0.54,3.71,35.3,3.85,9.11,2.6
Visakhapatnam,10-10-2018,9.86,39.07,28.8,0.64,8.16,33.84,4.3,10.53,3.41
Visakhapatnam,12-10-2018,10.23,49.84,34.83,0.69,12.45,29.07,6.08,18.5,3.65
Visakhapatnam,13-10-2018,6.53,36.05,24.48,0.53,5.9,50.27,3.81,9.67,2.26
Visakhapatnam,14-10-2018,14.0,49.77,37.85,0.61,8.68,37.85,4.62,10.6,3.73
Visakhapatnam,15-10-2018,18.38,51.42,42.3,0.71,11.62,32.89,5.29,12.87,4.86
Visakhapatnam,16-10-2018,13.28,29.18,26.32,0.51,2.9,35.62,3.48,10.58,3.34
Visakhapatnam,17-10-2018,9.11,33.06,25.0,0.54,4.91,49.86,3.07,8.1,2.59
Visakhapatnam,19-10-2018,9.88,50.73,35.02,0.78,13.31,66.45,6.57,15.11,4.89
Visakhapatnam,20-10-2018,9.8,45.83,32.34,0.67,10.09,66.17,5.75,14.48,4.47
Visakhapatnam,21-10-2018,18.6,56.25,45.03,0.75,12.67,64.33,5.62,12.76,5.09
Visakhapatnam,30-10-2018,3.66,19.84,13.53,0.61,5.71,73.12,3.26,6.37,1.39
Visakhapatnam,31-10-2018,3.69,16.98,12.03,0.57,4.18,43.39,2.7,6.1,1.41
Visakhapatnam,01-11-2018,3.75,14.93,10.99,0.54,3.22,37.97,2.19,5.81,1.4
Visakhapatnam,02-11-2018,4.36,14.72,11.38,0.56,2.65,29.71,2.33,7.77,1.5
Visakhapatnam,03-11-2018,4.44,12.91,10.48,0.54,1.93,26.99,1.87,5.55,1.27
Visakhapatnam,04-11-2018,3.68,10.16,8.4,0.54,2.07,29.15,1.68,5.04,0.95
Visakhapatnam,05-11-2018,10.19,17.47,17.57,0.6,2.72,22.95,2.14,5.12,1.68
Visakhapatnam,06-11-2018,28.77,42.96,46.24,0.75,6.5,26.63,4.53,10.11,4.49
Visakhapatnam,07-11-2018,27.33,44.43,45.85,0.74,19.0,39.23,4.82,10.14,3.61
Visakhapatnam,08-11-2018,25.58,41.63,42.95,0.73,19.32,43.18,5.24,11.26,4.25
Visakhapatnam,09-11-2018,13.22,29.96,26.68,0.66,5.47,40.88,3.51,7.77,2.97
Visakhapatnam,10-11-2018,14.16,33.99,29.59,0.74,13.53,51.26,4.62,8.39,3.38
Visakhapatnam,16-11-2018,3.34,17.67,12.13,0.81,3.19,78.71,3.52,6.06,1.96
Visakhapatnam,17-11-2018,7.95,20.42,17.34,0.7,3.03,63.84,3.59,5.51,1.96
Visakhapatnam,18-11-2018,10.89,27.34,23.39,0.64,8.67,37.11,3.33,6.76,2.05
Visakhapatnam,19-11-2018,3.41,15.38,10.95,0.63,3.94,60.08,2.67,6.45,1.53
Visakhapatnam,20-11-2018,4.15,16.99,12.42,0.66,5.07,60.2,2.56,6.14,1.33
Visakhapatnam,16-12-2018,4.65,22.34,15.67,0.61,7.09,49.89,2.87,5.47,0.99
Visakhapatnam,17-12-2018,4.73,15.9,12.29,0.58,2.94,51.06,2.37,3.63,0.52
Visakhapatnam,18-12-2018,11.44,36.94,27.3,0.54,3.65,17.13,3.99,9.58,3.78
Visakhapatnam,19-12-2018,5.11,20.6,15.12,0.46,2.81,37.63,2.44,6.18,1.84
Visakhapatnam,22-12-2018,4.38,29.34,19.17,0.62,19.89,78.72,2.8,7.91,1.26
Visakhapatnam,21-01-2019,20.65,62.47,50.02,1.3,26.0,42.56,6.25,12.15,4.08
Visakhapatnam,22-01-2019,20.44,59.43,48.23,1.24,16.05,17.55,5.88,9.23,4.31
Visakhapatnam,24-01-2019,32.41,47.81,51.88,1.16,25.46,27.6,6.25,10.66,4.62
Visakhapatnam,26-01-2019,14.33,22.82,23.79,0.63,7.14,25.44,3.06,6.2,1.84
Visakhapatnam,27-01-2019,2.37,17.27,11.11,0.78,6.64,69.36,3.23,4.96,0.63
Visakhapatnam,28-01-2019,6.2,42.57,27.67,0.88,8.47,51.84,3.51,5.42,1.37
Visakhapatnam,29-01-2019,5.36,44.93,28.26,0.83,8.68,62.36,3.15,4.48,1.34
Visakhapatnam,30-01-2019,2.97,33.23,20.1,0.71,10.28,77.3,2.15,3.84,0.87
Visakhapatnam,03-02-2019,28.37,65.16,57.72,1.06,9.32,60.92,4.75,6.65,2.85
Visakhapatnam,04-02-2019,6.02,46.25,29.51,0.85,5.64,77.64,2.83,4.04,1.24
Visakhapatnam,08-02-2019,41.61,63.54,67.63,1.15,18.3,28.17,3.53,5.86,1.72
Visakhapatnam,09-02-2019,12.42,42.83,32.88,0.83,13.4,21.97,1.8,4.79,0.5
Visakhapatnam,10-02-2019,4.18,31.31,20.05,0.82,5.9,42.82,1.38,1.92,0.58
Visakhapatnam,11-02-2019,3.08,28.13,17.47,0.68,4.38,65.86,1.2,2.11,0.17
Visakhapatnam,12-02-2019,3.32,33.09,20.3,0.72,5.12,69.7,1.36,3.45,0.28
Visakhapatnam,14-02-2019,30.85,60.03,57.02,1.06,8.19,50.52,3.18,3.84,1.07
Visakhapatnam,15-02-2019,3.61,30.02,17.16,0.74,6.43,59.81,1.47,1.98,0.37
Visakhapatnam,16-02-2019,24.49,44.68,43.67,0.86,7.87,37.87,2.11,3.61,0.68
Visakhapatnam,17-02-2019,6.96,34.62,24.08,0.81,11.06,28.92,1.89,3.65,0.44
Visakhapatnam,18-02-2019,12.68,37.14,30.07,0.79,20.8,17.83,1.9,3.36,0.64
Visakhapatnam,19-02-2019,6.19,20.37,15.87,0.68,4.56,15.31,1.43,1.73,0.41
Visakhapatnam,20-02-2019,17.41,24.55,27.22,0.72,5.77,13.42,1.92,4.32,0.62
Visakhapatnam,21-02-2019,24.02,36.12,38.74,0.83,15.92,17.11,2.06,3.88,0.9
Visakhapatnam,22-02-2019,10.35,40.23,29.58,0.67,10.17,28.71,1.87,5.97,0.41
Visakhapatnam,23-02-2019,11.2,47.12,33.81,0.84,13.49,17.21,2.13,3.96,0.65
Visakhapatnam,25-02-2019,16.54,36.7,33.12,1.11,24.73,12.13,2.47,3.92,0.67
Visakhapatnam,26-02-2019,8.1,28.68,21.83,0.89,7.1,1.55,2.72,2.85,0.64
Visakhapatnam,01-03-2019,4.94,17.81,11.12,0.49,3.9,18.56,4.63,3.91,0.99
Visakhapatnam,02-03-2019,5.49,14.77,11.88,0.45,4.55,24.44,1.26,1.92,0.59
Visakhapatnam,03-03-2019,9.16,20.86,18.4,0.55,6.16,25.91,1.38,2.35,0.44
Visakhapatnam,04-03-2019,9.33,24.13,20.15,0.73,10.33,15.8,1.93,2.6,0.5
Visakhapatnam,05-03-2019,11.92,26.61,23.91,0.67,11.33,12.4,1.54,2.93,0.55
Visakhapatnam,06-03-2019,10.3,32.32,25.64,0.74,14.82,13.43,1.83,3.18,0.6
Visakhapatnam,07-03-2019,7.01,23.55,17.86,0.67,7.93,20.43,1.58,4.05,0.34
Visakhapatnam,08-03-2019,16.0,29.37,28.39,0.77,4.45,27.64,1.6,5.19,0.69
Visakhapatnam,09-03-2019,26.94,39.08,42.69,0.86,5.18,13.08,2.69,5.31,1.6
Visakhapatnam,10-03-2019,18.0,36.5,34.05,0.61,12.53,9.47,1.17,4.25,0.37
Visakhapatnam,11-03-2019,16.6,42.49,36.09,0.83,17.44,9.42,1.53,2.28,0.46
Visakhapatnam,12-03-2019,15.16,53.94,41.01,0.71,25.05,14.33,1.85,3.12,0.68
Visakhapatnam,13-03-2019,11.91,51.99,37.33,0.71,23.47,15.38,1.8,2.69,0.54
Visakhapatnam,14-03-2019,20.49,61.21,49.22,0.84,25.54,16.02,2.48,5.05,0.67
Visakhapatnam,15-03-2019,10.54,38.18,28.88,0.72,12.45,22.29,0.88,1.28,0.18
Visakhapatnam,16-03-2019,5.96,25.99,18.67,0.59,8.67,18.53,0.94,1.5,0.16
Visakhapatnam,17-03-2019,12.83,37.82,30.54,0.62,13.1,15.39,1.44,2.82,0.2
Visakhapatnam,19-03-2019,13.28,43.73,34.05,0.68,4.7,21.36,3.68,8.13,2.35
Visakhapatnam,20-03-2019,6.94,28.71,20.92,0.64,9.69,20.53,2.39,9.1,0.92
Visakhapatnam,21-03-2019,10.06,29.64,23.95,0.79,9.32,22.21,4.19,6.98,1.61
Visakhapatnam,22-03-2019,16.25,42.43,35.79,0.96,27.76,10.36,3.94,7.53,1.51
Visakhapatnam,23-03-2019,12.4,36.11,29.29,0.77,11.71,13.51,3.16,6.39,1.52
Visakhapatnam,24-03-2019,15.64,35.72,31.71,0.87,11.38,10.46,3.76,5.71,1.12
Visakhapatnam,25-03-2019,15.7,35.59,31.69,0.83,4.85,15.33,2.95,7.09,0.88
Visakhapatnam,26-03-2019,13.33,30.89,27.27,0.7,8.09,8.37,2.08,7.01,0.49
Visakhapatnam,27-03-2019,12.35,33.42,27.82,0.68,10.25,12.09,1.57,3.53,0.51
Visakhapatnam,28-03-2019,9.58,33.41,25.56,0.77,15.85,14.54,1.81,3.06,0.43
Visakhapatnam,29-03-2019,9.63,28.23,22.85,0.83,11.6,15.0,2.38,3.93,0.66
Visakhapatnam,30-03-2019,15.62,36.12,31.91,0.86,12.35,8.66,2.55,5.63,0.76
Visakhapatnam,31-03-2019,18.2,45.4,38.95,0.88,22.5,8.84,3.16,4.71,0.91
Visakhapatnam,01-04-2019,8.31,35.51,25.64,0.94,10.1,17.23,3.16,5.88,0.93
Visakhapatnam,02-04-2019,11.85,36.19,28.89,0.95,17.8,10.37,2.34,5.13,0.71
Visakhapatnam,03-04-2019,13.6,35.23,29.79,0.88,14.67,9.43,1.83,3.93,0.7
Visakhapatnam,04-04-2019,20.57,32.42,33.96,0.87,21.15,4.48,3.23,4.9,1.02
Visakhapatnam,05-04-2019,21.08,25.85,30.79,0.72,19.17,4.17,2.34,4.15,0.9
Visakhapatnam,06-04-2019,13.85,43.6,34.45,0.63,8.55,9.24,2.85,5.75,0.88
Visakhapatnam,07-04-2019,8.02,41.37,28.52,0.64,12.44,17.83,2.48,5.67,0.79
Visakhapatnam,08-04-2019,14.26,22.97,23.82,0.8,4.42,5.25,2.47,4.12,0.87
Visakhapatnam,09-04-2019,19.81,23.77,28.74,0.85,6.88,5.09,2.87,5.12,0.74
Visakhapatnam,10-04-2019,14.32,22.46,23.58,0.66,5.13,9.26,2.02,3.52,0.66
Visakhapatnam,12-04-2019,20.46,31.15,33.19,0.96,8.95,8.21,3.05,4.38,1.25
Visakhapatnam,13-04-2019,14.48,42.29,34.27,0.8,7.57,30.51,3.53,7.25,1.38
Visakhapatnam,14-04-2019,16.65,31.55,30.32,0.71,9.19,7.99,2.46,6.18,0.72
Visakhapatnam,15-04-2019,20.1,36.27,35.64,0.84,16.08,7.94,3.54,5.54,1.46
Visakhapatnam,16-04-2019,20.27,42.89,39.3,0.87,19.8,9.43,4.6,7.18,1.72
Visakhapatnam,17-04-2019,15.75,33.42,30.58,0.8,6.68,10.95,2.97,5.23,1.21
Visakhapatnam,18-04-2019,15.92,24.69,26.08,0.75,5.09,7.71,1.83,4.44,0.72
Visakhapatnam,19-04-2019,10.03,18.99,18.27,0.65,3.89,8.0,1.3,3.58,0.48
Visakhapatnam,20-04-2019,14.91,28.49,27.27,0.71,4.05,8.68,1.56,4.51,0.7
Visakhapatnam,21-04-2019,20.55,44.16,40.2,0.79,2.61,7.01,3.47,9.56,1.7
Visakhapatnam,22-04-2019,8.56,33.58,24.82,0.65,3.6,23.29,2.45,5.58,1.07
